species	biosystem_ncbi_gene_id	gene_symbol	gene_description	type_of_gene
Mus musculus	213990	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein-coding
Mus musculus	214084	Slc18a2	solute carrier family 18 (vesicular monoamine), member 2	protein-coding
Mus musculus	214162	Kmt2a	lysine (K)-specific methyltransferase 2A	protein-coding
Mus musculus	214230	Pak6	p21 protein (Cdc42/Rac)-activated kinase 6	protein-coding
Mus musculus	214253	Etnk2	ethanolamine kinase 2	protein-coding
Mus musculus	214523	Tmprss4	transmembrane protease, serine 4	protein-coding
Mus musculus	214531	Tmprss13	transmembrane protease, serine 13	protein-coding
Mus musculus	214579	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1	protein-coding
Mus musculus	214593	Duox2	dual oxidase 2	protein-coding
Mus musculus	215114	Hip1	huntingtin interacting protein 1	protein-coding
Mus musculus	215303	Camk1g	calcium/calmodulin-dependent protein kinase I gamma	protein-coding
Mus musculus	215445	Rab11fip3	RAB11 family interacting protein 3 (class II)	protein-coding
Mus musculus	215446	Entpd3	ectonucleoside triphosphate diphosphohydrolase 3	protein-coding
Mus musculus	215449	Rap1b	RAS related protein 1b	protein-coding
Mus musculus	215456	Gpat2	glycerol-3-phosphate acyltransferase 2, mitochondrial	protein-coding
Mus musculus	215632	Psd4	pleckstrin and Sec7 domain containing 4	protein-coding
Mus musculus	215854	Taar5	trace amine-associated receptor 5	protein-coding
Mus musculus	215855	Taar6	trace amine-associated receptor 6	protein-coding
Mus musculus	215856	Taar7a	trace amine-associated receptor 7A	protein-coding
Mus musculus	215859	Taar8a	trace amine-associated receptor 8A	protein-coding
Mus musculus	216019	Hkdc1	hexokinase domain containing 1	protein-coding
Mus musculus	216033	Ctnna3	catenin (cadherin associated protein), alpha 3	protein-coding
Mus musculus	216080	Ube2d1	ubiquitin-conjugating enzyme E2D 1	protein-coding
Mus musculus	216134	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	protein-coding
Mus musculus	216148	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	protein-coding
Mus musculus	216150	Cdc34	cell division cycle 34	protein-coding
Mus musculus	216154	Med16	mediator complex subunit 16	protein-coding
Mus musculus	216197	Ckap4	cytoskeleton-associated protein 4	protein-coding
Mus musculus	216227	Slc17a8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	protein-coding
Mus musculus	216238	Eea1	early endosome antigen 1	protein-coding
Mus musculus	216343	Tph2	tryptophan hydroxylase 2	protein-coding
Mus musculus	216439	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	protein-coding
Mus musculus	216440	Os9	amplified in osteosarcoma	protein-coding
Mus musculus	216456	Gls2	glutaminase 2 (liver, mitochondrial)	protein-coding
Mus musculus	216459	Myl6b	myosin, light polypeptide 6B	protein-coding
Mus musculus	216643	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	protein-coding
Mus musculus	216724	Rufy1	RUN and FYVE domain containing 1	protein-coding
Mus musculus	216739	Acsl6	acyl-CoA synthetase long-chain family member 6	protein-coding
Mus musculus	216749	Nmur2	neuromedin U receptor 2	protein-coding
Mus musculus	216766	Gemin5	gem (nuclear organelle) associated protein 5	protein-coding
Mus musculus	216795	Wnt9a	wingless-type MMTV integration site family, member 9A	protein-coding
Mus musculus	216799	Nlrp3	NLR family, pyrin domain containing 3	protein-coding
Mus musculus	216859	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein-coding
Mus musculus	216869	Arrb2	arrestin, beta 2	protein-coding
Mus musculus	216963	Git1	G protein-coupled receptor kinase-interactor 1	protein-coding
Mus musculus	216965	Taok1	TAO kinase 1	protein-coding
Mus musculus	217069	Trim25	tripartite motif-containing 25	protein-coding
Mus musculus	217119	Xylt2	xylosyltransferase II	protein-coding
Mus musculus	217166	Nr1d1	nuclear receptor subfamily 1, group D, member 1	protein-coding
Mus musculus	217214	Nags	N-acetylglutamate synthase	protein-coding
Mus musculus	217232	Cdc27	cell division cycle 27	protein-coding
Mus musculus	217246	Ace3	angiotensin I converting enzyme (peptidyl-dipeptidase A) 3	protein-coding
Mus musculus	217325	Llgl2	lethal giant larvae homolog 2 (Drosophila)	protein-coding
Mus musculus	217342	Ube2o	ubiquitin-conjugating enzyme E2O	protein-coding
Mus musculus	217365	Nploc4	nuclear protein localization 4 homolog (S. cerevisiae)	protein-coding
Mus musculus	217369	Uts2r	urotensin 2 receptor	protein-coding
Mus musculus	217480	Dgkb	diacylglycerol kinase, beta	protein-coding
Mus musculus	217664	Mgat2	mannoside acetylglucosaminyltransferase 2	protein-coding
Mus musculus	217692	Sipa1l1	signal-induced proliferation-associated 1 like 1	protein-coding
Mus musculus	217698	Acot5	acyl-CoA thioesterase 5	protein-coding
Mus musculus	217707	Coq6	coenzyme Q6 monooxygenase	protein-coding
Mus musculus	217715	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	protein-coding
Mus musculus	217716	Mlh3	mutL homolog 3 (E coli)	protein-coding
Mus musculus	217837	Itpk1	inositol 1,3,4-triphosphate 5/6 kinase	protein-coding
Mus musculus	217864	Rcor1	REST corepressor 1	protein-coding
Mus musculus	217869	Eif5	eukaryotic translation initiation factor 5	protein-coding
Mus musculus	217944	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	protein-coding
Mus musculus	218038	Amph	amphiphysin	protein-coding
Mus musculus	218121	Mboat1	membrane bound O-acyltransferase domain containing 1	protein-coding
Mus musculus	218138	Gmds	GDP-mannose 4, 6-dehydratase	protein-coding
Mus musculus	218210	Nup153	nucleoporin 153	protein-coding
Mus musculus	218268	Eif4e1b	eukaryotic translation initiation factor 4E family member 1B	protein-coding
Mus musculus	218271	B4galt7	xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)	protein-coding
Mus musculus	218294	Cdc14b	CDC14 cell division cycle 14B	protein-coding
Mus musculus	218397	Rasa1	RAS p21 protein activator 1	protein-coding
Mus musculus	218441	Zfyve16	zinc finger, FYVE domain containing 16	protein-coding
Mus musculus	218461	Pde8b	phosphodiesterase 8B	protein-coding
Mus musculus	218476	Gcnt4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	protein-coding
Mus musculus	218693	Paip1	polyadenylate binding protein-interacting protein 1	protein-coding
Mus musculus	218772	Rarb	retinoic acid receptor, beta	protein-coding
Mus musculus	218793	Ube2e2	ubiquitin-conjugating enzyme E2E 2	protein-coding
Mus musculus	218811	Sec24c	Sec24 related gene family, member C (S. cerevisiae)	protein-coding
Mus musculus	218832	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A	protein-coding
Mus musculus	218865	Chdh	choline dehydrogenase	protein-coding
Mus musculus	219024	Tmem55b	transmembrane protein 55b	protein-coding
Mus musculus	219135	Mtmr6	myotubularin related protein 6	protein-coding
Mus musculus	223455	March6	membrane-associated ring finger (C3HC4) 6	protein-coding
Mus musculus	223593	E430025E21Rik	RIKEN cDNA E430025E21 gene	protein-coding
Mus musculus	223604	Kcnk9	potassium channel, subfamily K, member 9	protein-coding
Mus musculus	223646	Naprt	nicotinate phosphoribosyltransferase	protein-coding
Mus musculus	223706	Cyp2d34	cytochrome P450, family 2, subfamily d, polypeptide 34	protein-coding
Mus musculus	223722	Mcat	malonyl CoA:ACP acyltransferase (mitochondrial)	protein-coding
Mus musculus	223864	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	protein-coding
Mus musculus	223921	Aaas	achalasia, adrenocortical insufficiency, alacrimia	protein-coding
Mus musculus	223970	Rmi2	RMI2, RecQ mediated genome instability 2, homolog (S. cerevisiae)	protein-coding
Mus musculus	224020	Pi4ka	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	protein-coding
Mus musculus	224045	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	protein-coding
Mus musculus	224105	Pak2	p21 protein (Cdc42/Rac)-activated kinase 2	protein-coding
Mus musculus	224480	Nox3	NADPH oxidase 3	protein-coding
Mus musculus	224753	H2-M10.4	histocompatibility 2, M region locus 10.4	protein-coding
Mus musculus	224754	H2-M11	histocompatibility 2, M region locus 11	protein-coding
Mus musculus	224756	H2-M1	histocompatibility 2, M region locus 1	protein-coding
Mus musculus	224761	H2-M10.5	histocompatibility 2, M region locus 10.5	protein-coding
Mus musculus	224794	Enpp4	ectonucleotide pyrophosphatase/phosphodiesterase 4	protein-coding
Mus musculus	224824	Pex6	peroxisomal biogenesis factor 6	protein-coding
Mus musculus	224912	Crb3	crumbs family member 3	protein-coding
Mus musculus	224997	Dlgap1	discs, large (Drosophila) homolog-associated protein 1	protein-coding
Mus musculus	225010	Lclat1	lysocardiolipin acyltransferase 1	protein-coding
Mus musculus	225027	Srsf7	serine/arginine-rich splicing factor 7	protein-coding
Mus musculus	225028	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3	protein-coding
Mus musculus	225160	Thoc1	THO complex 1	protein-coding
Mus musculus	225192	Hrh4	histamine receptor H4	protein-coding
Mus musculus	225471	Ticam2	toll-like receptor adaptor molecule 2	protein-coding
Mus musculus	225600	Pde6a	phosphodiesterase 6A, cGMP-specific, rod, alpha	protein-coding
Mus musculus	225742	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	protein-coding
Mus musculus	225845	Pla2g16	phospholipase A2, group XVI	protein-coding
Mus musculus	225849	Ppp2r5b	protein phosphatase 2, regulatory subunit B', beta	protein-coding
Mus musculus	225861	Snx32	sorting nexin 32	protein-coding
Mus musculus	225870	Rin1	Ras and Rab interactor 1	protein-coding
Mus musculus	225895	Taf6l	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor	protein-coding
Mus musculus	225913	Tkfc	triokinase, FMN cyclase	protein-coding
Mus musculus	225994	Nmrk1	nicotinamide riboside kinase 1	protein-coding
Mus musculus	225998	Rorb	RAR-related orphan receptor beta	protein-coding
Mus musculus	226105	Cyp2c70	cytochrome P450, family 2, subfamily c, polypeptide 70	protein-coding
Mus musculus	226139	Cox15	cytochrome c oxidase assembly protein 15	protein-coding
Mus musculus	226143	Cyp2c44	cytochrome P450, family 2, subfamily c, polypeptide 44	protein-coding
Mus musculus	226182	Taf5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein-coding
Mus musculus	226278	Prlhr	prolactin releasing hormone receptor	protein-coding
Mus musculus	226304	Npbwr1	neuropeptides B/W receptor 1	protein-coding
Mus musculus	226413	Lct	lactase	protein-coding
Mus musculus	226418	Yod1	YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae)	protein-coding
Mus musculus	226421	Rab7b	RAB7B, member RAS oncogene family	protein-coding
Mus musculus	226518	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	protein-coding
Mus musculus	226519	Lamc1	laminin, gamma 1	protein-coding
Mus musculus	226525	Rasal2	RAS protein activator like 2	protein-coding
Mus musculus	226548	Aph1a	aph1 homolog A, gamma secretase subunit	protein-coding
Mus musculus	226641	Atf6	activating transcription factor 6	protein-coding
Mus musculus	226849	Ppp2r5a	protein phosphatase 2, regulatory subunit B', alpha	protein-coding
Mus musculus	226922	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5	protein-coding
Mus musculus	226970	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4	protein-coding
Mus musculus	227058	Dnah7b	dynein, axonemal, heavy chain 7B	protein-coding
Mus musculus	227095	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase	protein-coding
Mus musculus	227120	Plcl1	phospholipase C-like 1	protein-coding
Mus musculus	227154	Stradb	STE20-related kinase adaptor beta	protein-coding
Mus musculus	227231	Cps1	carbamoyl-phosphate synthetase 1	protein-coding
Mus musculus	227288	Cxcr1	chemokine (C-X-C motif) receptor 1	protein-coding
Mus musculus	227333	Dgkd	diacylglycerol kinase, delta	protein-coding
Mus musculus	227377	Farp2	FERM, RhoGEF and pleckstrin domain protein 2	protein-coding
Mus musculus	227399	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2	protein-coding
Mus musculus	227522	Rpp38	ribonuclease P/MRP 38 subunit	protein-coding
Mus musculus	227525	Dclre1c	DNA cross-link repair 1C	protein-coding
Mus musculus	227541	Camk1d	calcium/calmodulin-dependent protein kinase ID	protein-coding
Mus musculus	227606	Tbpl2	TATA box binding protein like 2	protein-coding
Mus musculus	227613	Tubb4b	tubulin, beta 4B class IVB	protein-coding
Mus musculus	227620	Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	protein-coding
Mus musculus	227671	Gbgt1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	protein-coding
Mus musculus	227697	Dolk	dolichol kinase	protein-coding
Mus musculus	227699	Nup188	nucleoporin 188	protein-coding
Mus musculus	227700	Sh3glb2	SH3-domain GRB2-like endophilin B2	protein-coding
Mus musculus	227720	Nup214	nucleoporin 214	protein-coding
Mus musculus	227733	Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1	protein-coding
Mus musculus	227753	Gsn	gelsolin	protein-coding
Mus musculus	228026	Pdk1	pyruvate dehydrogenase kinase, isoenzyme 1	protein-coding
Mus musculus	228033	Atp5g3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	protein-coding
Mus musculus	228061	Agps	alkylglycerone phosphate synthase	protein-coding
Mus musculus	228139	P2rx3	purinergic receptor P2X, ligand-gated ion channel, 3	protein-coding
Mus musculus	228550	Itpka	inositol 1,4,5-trisphosphate 3-kinase A	protein-coding
Mus musculus	228607	Mavs	mitochondrial antiviral signaling protein	protein-coding
Mus musculus	228608	Smox	spermine oxidase	protein-coding
Mus musculus	228677	Sptlc3	serine palmitoyltransferase, long chain base subunit 3	protein-coding
Mus musculus	228684	Sel1l2	sel-1 suppressor of lin-12-like 2 (C. elegans)	protein-coding
Mus musculus	228775	Trib3	tribbles homolog 3 (Drosophila)	protein-coding
Mus musculus	228785	Mylk2	myosin, light polypeptide kinase 2, skeletal muscle	protein-coding
Mus musculus	228812	Pigu	phosphatidylinositol glycan anchor biosynthesis, class U	protein-coding
Mus musculus	228839	Tgif2	TGFB-induced factor homeobox 2	protein-coding
Mus musculus	228966	Ppp1r3d	protein phosphatase 1, regulatory subunit 3D	protein-coding
Mus musculus	228980	Taf4a	TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein-coding
Mus musculus	228998	Arfgap1	ADP-ribosylation factor GTPase activating protein 1	protein-coding
Mus musculus	229285	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	protein-coding
Mus musculus	229363	Gmps	guanine monophosphate synthetase	protein-coding
Mus musculus	229589	Prune	prune homolog (Drosophila)	protein-coding
Mus musculus	229593	Golph3l	golgi phosphoprotein 3-like	protein-coding
Mus musculus	229615	Pias3	protein inhibitor of activated STAT 3	protein-coding
Mus musculus	229658	Vangl1	vang-like 1 (van gogh, Drosophila)	protein-coding
Mus musculus	229665	Ampd1	adenosine monophosphate deaminase 1	protein-coding
Mus musculus	229709	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	protein-coding
Mus musculus	229776	Cdc14a	CDC14 cell division cycle 14A	protein-coding
Mus musculus	229905	Ccbl2	cysteine conjugate-beta lyase 2	protein-coding
Mus musculus	229906	Gtf2b	general transcription factor IIB	protein-coding
Mus musculus	229927	Clca3b	chloride channel accessory 3B	protein-coding
Mus musculus	229933	Clca2	chloride channel accessory 2	protein-coding
Mus musculus	229949	Ak5	adenylate kinase 5	protein-coding
Mus musculus	230073	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	protein-coding
Mus musculus	230075	Ndufb6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6	protein-coding
Mus musculus	230101	Gba2	glucosidase beta 2	protein-coding
Mus musculus	230145	Galnt12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12	protein-coding
Mus musculus	230163	Aldob	aldolase B, fructose-bisphosphate	protein-coding
Mus musculus	230379	Acer2	alkaline ceramidase 2	protein-coding
Mus musculus	230396	Ifna13	interferon alpha 13	protein-coding
Mus musculus	230405	Ifne	interferon epsilon	protein-coding
Mus musculus	230459	Cyp2j13	cytochrome P450, family 2, subfamily j, polypeptide 13	protein-coding
Mus musculus	230484	Usp1	ubiquitin specific peptidase 1	protein-coding
Mus musculus	230558	C8a	complement component 8, alpha polypeptide	protein-coding
Mus musculus	230597	Zfyve9	zinc finger, FYVE domain containing 9	protein-coding
Mus musculus	230639	Cyp4a29	cytochrome P450, family 4, subfamily a, polypeptide 29	protein-coding
Mus musculus	230718	Nt5c1a	5'-nucleotidase, cytosolic IA	protein-coding
Mus musculus	230777	Hcrtr1	hypocretin (orexin) receptor 1	protein-coding
Mus musculus	230784	Sesn2	sestrin 2	protein-coding
Mus musculus	230801	Pigv	phosphatidylinositol glycan anchor biosynthesis, class V	protein-coding
Mus musculus	230815	Man1c1	mannosidase, alpha, class 1C, member 1	protein-coding
Mus musculus	230828	Il22ra1	interleukin 22 receptor, alpha 1	protein-coding
Mus musculus	230837	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	protein-coding
Mus musculus	230861	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	protein-coding
Mus musculus	230899	Nppa	natriuretic peptide type A	protein-coding
Mus musculus	230904	Fbxo2	F-box protein 2	protein-coding
Mus musculus	230979	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	protein-coding
Mus musculus	231042	Nupl2	nucleoporin like 2	protein-coding
Mus musculus	231050	Galnt11	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11	protein-coding
Mus musculus	231086	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	protein-coding
Mus musculus	231098	Dnajc5g	DnaJ heat shock protein family (Hsp40) member C5 gamma	protein-coding
Mus musculus	231201	AF366264	cDNA sequence AF366264	protein-coding
Mus musculus	231207	Cpeb2	cytoplasmic polyadenylation element binding protein 2	protein-coding
Mus musculus	231252	Chrna9	cholinergic receptor, nicotinic, alpha polypeptide 9	protein-coding
Mus musculus	231327	Ppat	phosphoribosyl pyrophosphate amidotransferase	protein-coding
Mus musculus	231329	Polr2b	polymerase (RNA) II (DNA directed) polypeptide B	protein-coding
Mus musculus	231380	Uba6	ubiquitin-like modifier activating enzyme 6	protein-coding
Mus musculus	231396	Ugt2b36	UDP glucuronosyltransferase 2 family, polypeptide B36	protein-coding
Mus musculus	231510	Agpat9	1-acylglycerol-3-phosphate O-acyltransferase 9	protein-coding
Mus musculus	231602	P2rx2	purinergic receptor P2X, ligand-gated ion channel, 2	protein-coding
Mus musculus	231637	Ssh1	slingshot homolog 1 (Drosophila)	protein-coding
Mus musculus	231672	Fbxw8	F-box and WD-40 domain protein 8	protein-coding
Mus musculus	231691	Sds	serine dehydratase	protein-coding
Mus musculus	231727	B3gnt4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	protein-coding
Mus musculus	231805	Pilra	paired immunoglobin-like type 2 receptor alpha	protein-coding
Mus musculus	231871	Daglb	diacylglycerol lipase, beta	protein-coding
Mus musculus	231903	Urad	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase	protein-coding
Mus musculus	231991	Creb5	cAMP responsive element binding protein 5	protein-coding
Mus musculus	232156	Slc4a5	solute carrier family 4, sodium bicarbonate cotransporter, member 5	protein-coding
Mus musculus	232174	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	protein-coding
Mus musculus	232223	Txnrd3	thioredoxin reductase 3	protein-coding
Mus musculus	232227	Iqsec1	IQ motif and Sec7 domain 1	protein-coding
Mus musculus	232232	Hdac11	histone deacetylase 11	protein-coding
Mus musculus	232333	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	protein-coding
Mus musculus	232440	H2afj	H2A histone family, member J	protein-coding
Mus musculus	232493	Gys2	glycogen synthase 2	protein-coding
Mus musculus	232680	Cpa2	carboxypeptidase A2, pancreatic	protein-coding
Mus musculus	232714	Mgam	maltase-glucoamylase	protein-coding
Mus musculus	232790	Oscar	osteoclast associated receptor	protein-coding
Mus musculus	232801	Lilra5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	protein-coding
Mus musculus	232807	Ppp1r12c	protein phosphatase 1, regulatory (inhibitor) subunit 12C	protein-coding
Mus musculus	232889	Pla2g4c	phospholipase A2, group IVC (cytosolic, calcium-independent)	protein-coding
Mus musculus	232906	Arhgap35	Rho GTPase activating protein 35	protein-coding
Mus musculus	232910	Ap2s1	adaptor-related protein complex 2, sigma 1 subunit	protein-coding
Mus musculus	232989	Hnrnpul1	heterogeneous nuclear ribonucleoprotein U-like 1	protein-coding
Mus musculus	233011	Itpkc	inositol 1,4,5-trisphosphate 3-kinase C	protein-coding
Mus musculus	233016	Blvrb	biliverdin reductase B (flavin reductase (NADPH))	protein-coding
Mus musculus	233046	Rasgrp4	RAS guanyl releasing protein 4	protein-coding
Mus musculus	233079	Ffar2	free fatty acid receptor 2	protein-coding
Mus musculus	233081	Ffar1	free fatty acid receptor 1	protein-coding
Mus musculus	233571	P2ry6	pyrimidinergic receptor P2Y, G-protein coupled, 6	protein-coding
Mus musculus	233649	Cnga4	cyclic nucleotide gated channel alpha 4	protein-coding
Mus musculus	233733	Galnt18	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18	protein-coding
Mus musculus	233781	Xylt1	xylosyltransferase 1	protein-coding
Mus musculus	233799	Acsm2	acyl-CoA synthetase medium-chain family member 2	protein-coding
Mus musculus	233801	Acsm4	acyl-CoA synthetase medium-chain family member 4	protein-coding
Mus musculus	233826	Palb2	partner and localizer of BRCA2	protein-coding
Mus musculus	233908	Fus	fused in sarcoma	protein-coding
Mus musculus	233979	Tpcn2	two pore segment channel 2	protein-coding
Mus musculus	234130	Dkk4	dickkopf WNT signaling pathway inhibitor 4	protein-coding
Mus musculus	234258	Neil3	nei like 3 (E. coli)	protein-coding
Mus musculus	234353	Psd3	pleckstrin and Sec7 domain containing 3	protein-coding
Mus musculus	234356	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	protein-coding
Mus musculus	234384	Mpv17l2	MPV17 mitochondrial membrane protein-like 2	protein-coding
Mus musculus	234515	Inpp4b	inositol polyphosphate-4-phosphatase, type II	protein-coding
Mus musculus	234664	Nae1	NEDD8 activating enzyme E1 subunit 1	protein-coding
Mus musculus	234683	Elmo3	engulfment and cell motility 3	protein-coding
Mus musculus	234724	Tat	tyrosine aminotransferase	protein-coding
Mus musculus	234729	Vac14	Vac14 homolog (S. cerevisiae)	protein-coding
Mus musculus	234730	Fuk	fucokinase	protein-coding
Mus musculus	234865	Nup133	nucleoporin 133	protein-coding
Mus musculus	234889	Gucy1a2	guanylate cyclase 1, soluble, alpha 2	protein-coding
Mus musculus	234959	Med17	mediator complex subunit 17	protein-coding
Mus musculus	235033	Rdh8	retinol dehydrogenase 8	protein-coding
Mus musculus	235320	Zbtb16	zinc finger and BTB domain containing 16	protein-coding
Mus musculus	235344	Sik2	salt inducible kinase 2	protein-coding
Mus musculus	235386	Hykk	hydroxylysine kinase 1	protein-coding
Mus musculus	235416	Lman1l	lectin, mannose-binding 1 like	protein-coding
Mus musculus	235439	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
Mus musculus	235459	Gtf2a2	general transcription factor II A, 2	protein-coding
Mus musculus	235542	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	protein-coding
Mus musculus	235582	Glyctk	glycerate kinase	protein-coding
Mus musculus	235584	Dusp7	dual specificity phosphatase 7	protein-coding
Mus musculus	235587	Parp3	poly (ADP-ribose) polymerase family, member 3	protein-coding
Mus musculus	235610	Atrip	ATR interacting protein	protein-coding
Mus musculus	235674	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	protein-coding
Mus musculus	236539	Phgdh	3-phosphoglycerate dehydrogenase	protein-coding
Mus musculus	236663	Gm4906	predicted gene 4906	protein-coding
Mus musculus	236781	Gpr119	G-protein coupled receptor 119	protein-coding
Mus musculus	236899	Pcyt1b	phosphate cytidylyltransferase 1, choline, beta isoform	protein-coding
Mus musculus	237038	Nox1	NADPH oxidase 1	protein-coding
Mus musculus	237082	Nxt2	nuclear transport factor 2-like export factor 2	protein-coding
Mus musculus	237211	Fancb	Fanconi anemia, complementation group B	protein-coding
Mus musculus	237213	Glra2	glycine receptor, alpha 2 subunit	protein-coding
Mus musculus	237221	Gemin8	gem (nuclear organelle) associated protein 8	protein-coding
Mus musculus	237310	Il22ra2	interleukin 22 receptor, alpha 2	protein-coding
Mus musculus	237313	Il20ra	interleukin 20 receptor, alpha	protein-coding
Mus musculus	237362	Npffr1	neuropeptide FF receptor 1	protein-coding
Mus musculus	237625	Pla2g3	phospholipase A2, group III	protein-coding
Mus musculus	237806	Dnah9	dynein, axonemal, heavy chain 9	protein-coding
Mus musculus	237860	Ssh2	slingshot homolog 2 (Drosophila)	protein-coding
Mus musculus	237911	Brip1	BRCA1 interacting protein C-terminal helicase 1	protein-coding
Mus musculus	237928	Phospho1	phosphatase, orphan 1	protein-coding
Mus musculus	237940	Aoc2	amine oxidase, copper containing 2 (retina-specific)	protein-coding
Mus musculus	238011	Enpp7	ectonucleotide pyrophosphatase/phosphodiesterase 7	protein-coding
Mus musculus	238057	Gdf7	growth differentiation factor 7	protein-coding
Mus musculus	238130	Dock4	dedicator of cytokinesis 4	protein-coding
Mus musculus	238463	Tubal3	tubulin, alpha-like 3	protein-coding
Mus musculus	238505	Mtr	5-methyltetrahydrofolate-homocysteine methyltransferase	protein-coding
Mus musculus	238564	Mylk4	myosin light chain kinase family, member 4	protein-coding
Mus musculus	239017	Ogdhl	oxoglutarate dehydrogenase-like	protein-coding
Mus musculus	239114	Il17d	interleukin 17D	protein-coding
Mus musculus	239134	Gucy1b2	guanylate cyclase 1, soluble, beta 2	protein-coding
Mus musculus	239273	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	protein-coding
Mus musculus	239336	Rxfp3	relaxin family peptide receptor 3	protein-coding
Mus musculus	239556	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit	protein-coding
Mus musculus	239559	A4galt	alpha 1,4-galactosyltransferase	protein-coding
Mus musculus	239760	Gm4943	predicted pseudogene 4943	protein-coding
Mus musculus	239845	Gpr156	G protein-coupled receptor 156	protein-coding
Mus musculus	239931	Cldn17	claudin 17	protein-coding
Mus musculus	240028	Lnpep	leucyl/cystinyl aminopeptidase	protein-coding
Mus musculus	240057	Syngap1	synaptic Ras GTPase activating protein 1 homolog (rat)	protein-coding
Mus musculus	240119	St6gal2	beta galactoside alpha 2,6 sialyltransferase 2	protein-coding
Mus musculus	240168	Rasgrp3	RAS, guanyl releasing protein 3	protein-coding
Mus musculus	240354	Malt1	MALT1 paracaspase	protein-coding
Mus musculus	240667	Sec31b	Sec31 homolog B (S. cerevisiae)	protein-coding
Mus musculus	240672	Dusp5	dual specificity phosphatase 5	protein-coding
Mus musculus	240752	Pik3c2b	phosphoinositide-3-kinase, class 2, beta polypeptide	protein-coding
Mus musculus	240873	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	protein-coding
Mus musculus	240960	Dnah14	dynein, axonemal, heavy chain 14	protein-coding
Mus musculus	241062	Pgap1	post-GPI attachment to proteins 1	protein-coding
Mus musculus	241113	Prkag3	protein kinase, AMP-activated, gamma 3 non-catatlytic subunit	protein-coding
