observation_id	entry_id	entry_type	entry_name	species	observation_stable_id	entry_stable_id	lifespan_effect_significant	lifespan_change	lifespan_change_significant	lifespan_measure	allele_types	allele_types_base
6273	5672	gene	zfp-1	Caenorhabditis elegans	OB_006273	AF_005672	decreased	0	true	unknown	RNA interference	wildtype
6274	5919	gene	ZK1127.5	Caenorhabditis elegans	OB_006274	AF_005919	increased	24	true	Average	RNA interference	wildtype
6276	7318	gene	scl-20	Caenorhabditis elegans	OB_006276	AF_007318	decreased	-18	true	Average	RNA interference	wildtype
6277	7322	gene	sid-2	Caenorhabditis elegans	OB_006277	AF_007322	increased	0	true	unknown	RNA interference	wildtype
6278	6009	gene	ZK686.2	Caenorhabditis elegans	OB_006278	AF_006009	increased	24	true	Average	RNA interference	wildtype
6279	7339	gene	ZK809.3	Caenorhabditis elegans	OB_006279	AF_007339	increased	100	true	Average	RNA interference	wildtype
6280	7341	gene	clec-186	Caenorhabditis elegans	OB_006280	AF_007341	increased	0	true	unknown	RNA interference	wildtype
6281	1323	gene	SIP3	Saccharomyces cerevisiae	OB_006281	AF_001323	decreased	0	true	unknown	Deletion	wildtype
6282	1323	gene	SIP3	Saccharomyces cerevisiae	OB_006282	AF_001323	decreased	0	true	unknown	Deletion	wildtype
6284	4605	gene	Zmpste24	Mus musculus	OB_006284	AF_004605	decreased	0	true	unknown	Knockout	wildtype
6285	3018	gene	Agtr1a	Mus musculus	OB_006285	AF_003018	increased	24	true	maximum	Knockout	wildtype
6286	9255	gene	scl-4	Caenorhabditis elegans	OB_006286	AF_009255	increased	0	true	unknown	RNA interference	wildtype
6288	3843	gene	Apoe	Mus musculus	OB_006288	AF_003843	decreased	0	true	unknown	Knockout	wildtype
6290	4785	gene	Cisd2	Mus musculus	OB_006290	AF_004785	decreased	-15	true	maximum	Knockout	wildtype
6292	4785	gene	Cisd2	Mus musculus	OB_006292	AF_004785	increased	11.7	true	maximum	Overexpression	wildtype
6294	8230	gene	Clock	Mus musculus	OB_006294	AF_008230	decreased	-20	true	maximum	Deletion	wildtype
6296	8602	gene	Dmd	Mus musculus	OB_006296	AF_008602	decreased	-22	true	maximum	Mutations	wildtype
6298	174	gene	Eef1e1	Mus musculus	OB_006298	AF_000174	decreased	-50	true	Median	Overexpression	wildtype
6299	207	gene	Eps8	Mus musculus	OB_006299	AF_000207	increased	9	true	maximum	Deletion	wildtype
6300	8	gene	Fn1	Mus musculus	OB_006300	AF_000008	decreased	0	true	unknown	Mutations	wildtype
6301	9256	gene	CAJ1	Saccharomyces cerevisiae	OB_006301	AF_009256	decreased	0	true	unknown	Deletion	wildtype
6302	9257	gene	SKN7	Saccharomyces cerevisiae	OB_006302	AF_009257	decreased	0	true	unknown	Deletion	wildtype
6304	3741	gene	Hnrnpd	Mus musculus	OB_006304	AF_003741	decreased	0	true	unknown	Knockout	wildtype
6305	584	gene	huntingtin	Mus musculus	OB_006305	AF_000584	increased	17	true	maximum	Deletion of a region	wildtype
6307	861	gene	Jund	Mus musculus	OB_006307	AF_000861	decreased	-14	true	maximum	Knockout	wildtype
6308	3049	gene	AGP1	Saccharomyces cerevisiae	OB_006308	AF_003049	increased	0	true	unknown	Deletion	wildtype
6309	6388	gene	scl-8	Caenorhabditis elegans	OB_006309	AF_006388	increased	18	true	Average	RNA interference	wildtype
6311	925	gene	Kcna3	Mus musculus	OB_006311	AF_000925	increased	22	true	Average	Deletion	wildtype
6313	1488	gene	Pparg	Mus musculus	OB_006313	AF_001488	increased	13	true	Average	Knockin	wildtype
6314	1488	gene	Pparg	Mus musculus	OB_006314	AF_001488	decreased	-11	true	Median	Mutations	wildtype
6316	1359	gene	Sirt7	Mus musculus	OB_006316	AF_001359	decreased	-55	true	maximum	Mutations	wildtype
6318	1462	gene	Slc13a1	Mus musculus	OB_006318	AF_001462	increased	25	true	maximum	Deletion	wildtype
6320	1769	gene	Socs2	Mus musculus	OB_006320	AF_001769	decreased	-14	true	maximum	Mutations	wildtype
6321	365	gene	SMI1	Saccharomyces cerevisiae	OB_006321	AF_000365	decreased	0	true	unknown	Deletion	wildtype
6323	1301	gene	Sod2	Mus musculus	OB_006323	AF_001301	decreased	-14	true	maximum	Deletion in connective tissue	wildtype
6325	7	gene	Topors	Mus musculus	OB_006325	AF_000007	decreased	-42	true	maximum	Knockout	wildtype
6327	2407	gene	Tpp2	Mus musculus	OB_006327	AF_002407	decreased	0	true	unknown	Knockout	wildtype
6330	903	gene	14-3-3epsilon	Drosophila melanogaster	OB_006330	AF_000903	increased	49	true	unknown	Mutations	wildtype
6331	8897	gene	C39F7.2	Caenorhabditis elegans	OB_006331	AF_008897	increased	0	true	unknown	RNA interference	wildtype
6333	9258	gene	Akt1	Drosophila melanogaster	OB_006333	AF_009258	decreased	-7.4	true	unknown	RNA interference	wildtype
6335	3101	gene	alpha-Man-I	Drosophila melanogaster	OB_006335	AF_003101	increased	15	true	maximum	RNA interference, Mutations	wildtype
6336	3632	gene	Atg2	Drosophila melanogaster	OB_006336	AF_003632	increased	28	true	unknown	Overexpression	wildtype
6338	3885	gene	Aut1	Drosophila melanogaster	OB_006338	AF_003885	decreased	-28	true	Average	RNA interference	wildtype
6339	2008	gene	SOL2	Saccharomyces cerevisiae	OB_006339	AF_002008	decreased	0	true	unknown	Deletion	wildtype
6340	4005	gene	bam	Drosophila melanogaster	OB_006340	AF_004005	increased	27.8	true	unknown	Mutations	wildtype
6342	4086	gene	bsk	Drosophila melanogaster	OB_006342	AF_004086	decreased	-10.2	true	unknown	RNA interference	wildtype
6343	7532	gene	CG17856	Drosophila melanogaster	OB_006343	AF_007532	increased	18	true	unknown	RNA interference 	wildtype
6344	7548	gene	CG18809	Drosophila melanogaster	OB_006344	AF_007548	increased	19	true	unknown	RNA interference 	wildtype
6345	3652	gene	CG5389	Drosophila melanogaster	OB_006345	AF_003652	increased	8	true	unknown	RNA interference 	wildtype
6346	3619	gene	CG9172	Drosophila melanogaster	OB_006346	AF_003619	increased	46	true	unknown	RNA interference 	wildtype
6347	4471	gene	ttr-5	Caenorhabditis elegans	OB_006347	AF_004471	increased	14	true	Average	RNA interference	wildtype
6348	7607	gene	DNApol-gamma35	Drosophila melanogaster	OB_006348	AF_007607	decreased	-52	true	Median	Overexpression	wildtype
6350	7527	gene	Dys	Drosophila melanogaster	OB_006350	AF_007527	decreased	-13	true	maximum	RNA interference and deletion	wildtype
6352	9259	gene	SSA4	Saccharomyces cerevisiae	OB_006352	AF_009259	decreased	0	true	unknown	Deletion	wildtype
6353	9259	gene	SSA4	Saccharomyces cerevisiae	OB_006353	AF_009259	decreased	0	true	unknown	Deletion	wildtype
6354	7632	gene	Edem1	Drosophila melanogaster	OB_006354	AF_007632	increased	76	true	Average	Mutations	wildtype
6355	20	gene	elav	Drosophila melanogaster	OB_006355	AF_000020	decreased	-66	true	unknown	Mutation 	wildtype
6358	7822	gene	fh	Drosophila melanogaster	OB_006358	AF_007822	increased	35	true	maximum	Overexpression	wildtype
6360	7407	gene	Gadd45	Drosophila melanogaster	OB_006360	AF_007407	increased	59	true	maximum	Overexpression	wildtype
6362	7489	gene	Gr63a	Drosophila melanogaster	OB_006362	AF_007489	increased	30	true	unknown	Deletion	wildtype
6363	7821	gene	GstS1	Drosophila melanogaster	OB_006363	AF_007821	increased	33	true	unknown	Overexpression	wildtype
6364	4488	gene	C42C1.3	Caenorhabditis elegans	OB_006364	AF_004488	increased	60	true	Average	RNA interference	wildtype
6366	7505	gene	hebe	Drosophila melanogaster	OB_006366	AF_007505	increased	11	true	unknown	Overexpression	wildtype
6367	2358	gene	Hsc70-3	Drosophila melanogaster	OB_006367	AF_002358	increased	27	true	unknown	Overexpression	wildtype
6368	2300	gene	SSK1	Saccharomyces cerevisiae	OB_006368	AF_002300	decreased	0	true	unknown	Deletion	wildtype
6370	8894	gene	hsp22	Drosophila melanogaster	OB_006370	AF_008894	increased	30	true	Average	Overexpression	wildtype
6372	8894	gene	hsp22	Drosophila melanogaster	OB_006372	AF_008894	increased	0	true	unknown	Epigenetic modification	wildtype
6374	8894	gene	hsp22	Drosophila melanogaster	OB_006374	AF_008894	decreased	0	true	unknown	Overexpression	wildtype
6376	7792	gene	Ilp2	Drosophila melanogaster	OB_006376	AF_007792	increased	40	true	maximum	Deletion	wildtype
6377	7792	gene	Ilp2	Drosophila melanogaster	OB_006377	AF_007792	increased	47	true	unknown	RNA interference	wildtype
6379	9260	gene	Jafrac1	Drosophila melanogaster	OB_006379	AF_009260	increased	29	true	maximum	Overexpression	wildtype
6380	9260	gene	Jafrac1	Drosophila melanogaster	OB_006380	AF_009260	increased	15	true	Average	Overexpression	wildtype
6382	7631	gene	CG3776	Drosophila melanogaster	OB_006382	AF_007631	decreased	-35	true	unknown	Overexpression	wildtype
6385	7422	gene	kermit	Drosophila melanogaster	OB_006385	AF_007422	decreased	-30	true	Average	Mutations	wildtype
6386	7678	gene	kuk	Drosophila melanogaster	OB_006386	AF_007678	decreased	0	true	unknown	Overexpression	wildtype
6387	4510	gene	C46G7.2	Caenorhabditis elegans	OB_006387	AF_004510	increased	44	true	Average	RNA interference	wildtype
6388	9261	gene	l(3)neo18	Drosophila melanogaster	OB_006388	AF_009261	increased	24	true	unknown	RNA interference 	wildtype
6389	1342	gene	SSK2	Saccharomyces cerevisiae	OB_006389	AF_001342	decreased	0	true	unknown	Deletion	wildtype
6390	7535	gene	LBR	Drosophila melanogaster	OB_006390	AF_007535	decreased	0	true	unknown	Overexpression	wildtype
6392	7363	gene	Lnk	Drosophila melanogaster	OB_006392	AF_007363	increased	17.5	true	unknown	Mutations	wildtype
6394	7517	gene	loco	Drosophila melanogaster	OB_006394	AF_007517	increased	20	true	unknown	Knockout	wildtype
6396	7562	gene	magu	Drosophila melanogaster	OB_006396	AF_007562	increased	5	true	Average	Overexpression	wildtype
6399	7373	gene	Mlp84B	Drosophila melanogaster	OB_006399	AF_007373	decreased	-35	true	unknown	RNA interference, Knockdown	wildtype
6400	7628	gene	MTF-1	Drosophila melanogaster	OB_006400	AF_007628	increased	40	true	maximum	Overexpression	wildtype
6402	2452	gene	Naam	Drosophila melanogaster	OB_006402	AF_002452	increased	30	true	maximum	Overexpression	wildtype
6403	4515	gene	C47E12.2	Caenorhabditis elegans	OB_006403	AF_004515	increased	36	true	Average	RNA interference	wildtype
6404	1008	gene	SSP120	Saccharomyces cerevisiae	OB_006404	AF_001008	decreased	0	true	unknown	Deletion	wildtype
6405	7509	gene	Nlaz	Drosophila melanogaster	OB_006405	AF_007509	decreased	-12	true	maximum	Mutations	wildtype
6407	7639	gene	pex16	Drosophila melanogaster	OB_006407	AF_007639	decreased	-75	true	unknown	Mutations	wildtype
6409	7650	gene	Pi3K92E	Drosophila melanogaster	OB_006409	AF_007650	decreased	-5	true	unknown	Knock-down	wildtype
6411	7365	gene	Prx5	Drosophila melanogaster	OB_006411	AF_007365	increased	30	true	Average	Overexpression	wildtype
6413	3867	gene	Rbp9	Drosophila melanogaster	OB_006413	AF_003867	decreased	-33	true	unknown	Mutation 	wildtype
6415	3115	gene	SNF4Agamma	Drosophila melanogaster	OB_006415	AF_003115	decreased	-23	true	Average	RNA interference	wildtype
6416	7496	gene	snz	Drosophila melanogaster	OB_006416	AF_007496	increased	66	true	maximum	Mutations	wildtype
6419	7430	gene	to	Drosophila melanogaster	OB_006419	AF_007430	increased	13	true	maximum	Overexpression	wildtype
6420	9262	gene	SWS2	Saccharomyces cerevisiae	OB_006420	AF_009262	decreased	0	true	unknown	Deletion	wildtype
6421	4523	gene	C48E7.2	Caenorhabditis elegans	OB_006421	AF_004523	increased	26	true	Average	RNA interference	wildtype
6423	7551	gene	yata	Drosophila melanogaster	OB_006423	AF_007551	decreased	0	true	unknown	Mutations	wildtype
6425	7451	gene	Zw	Drosophila melanogaster	OB_006425	AF_007451	increased	38	true	Average	Overexpression	wildtype
6426	2780	gene	ace-1	Caenorhabditis elegans	OB_006426	AF_002780	increased	8	true	Average	RNA interference	wildtype
6427	6777	gene	adr-1	Caenorhabditis elegans	OB_006427	AF_006777	decreased	-50	true	Median	RNA interference post development	wildtype
6428	5689	gene	adr-2	Caenorhabditis elegans	OB_006428	AF_005689	decreased	-50	true	Median	RNA interference post development	wildtype
6429	6740	gene	aip-1	Caenorhabditis elegans	OB_006429	AF_006740	decreased	-50	true	Average	RNA interference 	wildtype
6430	7199	gene	aps-3	Caenorhabditis elegans	OB_006430	AF_007199	increased	40	true	Average	RNA interference post development	wildtype
6432	6464	gene	apy-1	Caenorhabditis elegans	OB_006432	AF_006464	decreased	-30	true	maximum	RNA interference post development	wildtype
6433	5182	gene	arf-1.1	Caenorhabditis elegans	OB_006433	AF_005182	increased	10	true	Average	RNA interference post development	wildtype
6434	5815	gene	arr-1	Caenorhabditis elegans	OB_006434	AF_005815	increased	27	true	maximum	Mutations	wildtype
6435	4572	gene	C56G2.1	Caenorhabditis elegans	OB_006435	AF_004572	increased	20	true	Average	RNA interference	wildtype
6436	7119	gene	ash-2	Caenorhabditis elegans	OB_006436	AF_007119	increased	30	true	Average	RNA interference	wildtype
6437	7119	gene	ash-2	Caenorhabditis elegans	OB_006437	AF_007119	increased	27	true	unknown	Mutation	wildtype
6438	6632	gene	atg-18	Caenorhabditis elegans	OB_006438	AF_006632	decreased	-20	true	Average	RNA interference	wildtype
6441	7234	gene	atg-3	Caenorhabditis elegans	OB_006441	AF_007234	decreased	-19	true	maximum	RNA interference 	wildtype
6443	7288	gene	atg-4.1	Caenorhabditis elegans	OB_006443	AF_007288	decreased	-20	true	maximum	RNA interference 	wildtype
6444	7338	gene	atg-4.2	Caenorhabditis elegans	OB_006444	AF_007338	decreased	-7	true	maximum	RNA interference 	wildtype
6446	7269	gene	atg-5	Caenorhabditis elegans	OB_006446	AF_007269	decreased	-19	true	maximum	RNA interference 	wildtype
6447	7022	gene	atg-9	Caenorhabditis elegans	OB_006447	AF_007022	decreased	-35	true	Average	RNA interference 	wildtype
6449	7022	gene	atg-9	Caenorhabditis elegans	OB_006449	AF_007022	increased	15	true	maximum	RNA interference	wildtype
6450	3928	gene	B0024.4	Caenorhabditis elegans	OB_006450	AF_003928	increased	15	true	Average	RNA interference post development	wildtype
6451	9263	gene	SXM1	Saccharomyces cerevisiae	OB_006451	AF_009263	decreased	0	true	unknown	Deletion	wildtype
6452	7231	gene	bub-3	Caenorhabditis elegans	OB_006452	AF_007231	increased	6	true	Average	RNA interference	wildtype
6453	6302	gene	acs-7	Caenorhabditis elegans	OB_006453	AF_006302	increased	20	true	Average	RNA interference post development	wildtype
6455	6859	gene	calu-1	Caenorhabditis elegans	OB_006455	AF_006859	decreased	0	true	unknown	RNA interference	wildtype
6456	4234	gene	C03H5.3	Caenorhabditis elegans	OB_006456	AF_004234	increased	20	true	Average	RNA interference post development	wildtype
6457	4259	gene	sams-3	Caenorhabditis elegans	OB_006457	AF_004259	increased	50	true	Average	RNA interference post development	wildtype
6458	9264	gene	C17H1.7	Caenorhabditis elegans	OB_006458	AF_009264	increased	15	true	Average	RNA interference post development	wildtype
6459	9265	gene	C25H3.9	Caenorhabditis elegans	OB_006459	AF_009265	increased	30	true	Average	RNA interference 	wildtype
6460	9266	gene	C31B8.4	Caenorhabditis elegans	OB_006460	AF_009266	increased	13	true	Average	RNA interference post development	wildtype
6461	9267	gene	klo-1	Caenorhabditis elegans	OB_006461	AF_009267	decreased	-15	true	Average	RNA interference in adults	wildtype
6462	5107	gene	ceh-10	Caenorhabditis elegans	OB_006462	AF_005107	decreased	-40	true	Average	Mutations	wildtype
6463	9268	gene	CBP4	Saccharomyces cerevisiae	OB_006463	AF_009268	decreased	0	true	unknown	Deletion	wildtype
6464	841	gene	SYS1	Saccharomyces cerevisiae	OB_006464	AF_000841	decreased	0	true	unknown	Deletion	wildtype
6465	841	gene	SYS1	Saccharomyces cerevisiae	OB_006465	AF_000841	decreased	0	true	unknown	Deletion	wildtype
6466	4819	gene	chc-1	Caenorhabditis elegans	OB_006466	AF_004819	decreased	-40	true	Average	RNA interference	wildtype
6468	4215	gene	cup-4	Caenorhabditis elegans	OB_006468	AF_004215	decreased	-10	true	Average	RNA interference	wildtype
6469	5126	gene	cyp-13B1	Caenorhabditis elegans	OB_006469	AF_005126	increased	20	true	Average	RNA interference post development	wildtype
6470	7444	gene	car	Drosophila melanogaster	OB_006470	AF_007444	increased	-30	true	maximum	Mutation	wildtype
6471	6449	gene	D2030.1	Caenorhabditis elegans	OB_006471	AF_006449	increased	9	true	Average	RNA interference 	wildtype
6473	6164	gene	dhs-21	Caenorhabditis elegans	OB_006473	AF_006164	decreased	0	true	unknown	RNA interference	wildtype
6474	4241	gene	dis-3	Caenorhabditis elegans	OB_006474	AF_004241	decreased	-11	true	Average	RNA interference	wildtype
6475	7308	gene	dve-1	Caenorhabditis elegans	OB_006475	AF_007308	decreased	0	true	unknown	RNA interference	wildtype
6476	9269	gene	klo-2	Caenorhabditis elegans	OB_006476	AF_009269	decreased	-20	true	maximum	RNA interference in adults	wildtype
6477	6820	gene	eak-7	Caenorhabditis elegans	OB_006477	AF_006820	increased	30	true	Average	RNA interference post development	wildtype
6478	2390	gene	TED1	Saccharomyces cerevisiae	OB_006478	AF_002390	decreased	0	true	unknown	Deletion	wildtype
6479	6702	gene	egl-18	Caenorhabditis elegans	OB_006479	AF_006702	increased	30	true	maximum	RNA interference post development	wildtype
6481	6852	gene	egl-30	Caenorhabditis elegans	OB_006481	AF_006852	increased	38	true	Median	Mutation	wildtype
6482	6852	gene	egl-30	Caenorhabditis elegans	OB_006482	AF_006852	increased	15	true	Average	Mutation	wildtype
6484	6292	gene	egl-8	Caenorhabditis elegans	OB_006484	AF_006292	increased	83	true	Median	Mutation	wildtype
6485	6292	gene	egl-8	Caenorhabditis elegans	OB_006485	AF_006292	increased	15	true	Average	Mutation	wildtype
6486	6541	gene	egl-9	Caenorhabditis elegans	OB_006486	AF_006541	increased	30	true	maximum	RNA interference	wildtype
6488	6323	gene	ain-1	Caenorhabditis elegans	OB_006488	AF_006323	decreased	-10	true	Median	RNA interference	wildtype
6490	4655	gene	Casp2	Mus musculus	OB_006490	AF_004655	decreased	-10	true	maximum	Knockout	wildtype
6492	5366	gene	eri-1	Caenorhabditis elegans	OB_006492	AF_005366	decreased	-43	true	Average	RNA interference post development	wildtype
6493	6537	gene	ets-4	Caenorhabditis elegans	OB_006493	AF_006537	increased	40	true	Average	RNA interference post development 	wildtype
6494	6895	gene	exo-3	Caenorhabditis elegans	OB_006494	AF_006895	decreased	-10	true	maximum	RNA interference	wildtype
6496	9270	gene	F11A3.2	Caenorhabditis elegans	OB_006496	AF_009270	increased	14	true	Average	RNA interference post development	wildtype
6497	8669	gene	TIF2	Saccharomyces cerevisiae	OB_006497	AF_008669	increased	35	true	unknown	Deletion 	wildtype
6498	8669	gene	TIF2	Saccharomyces cerevisiae	OB_006498	AF_008669	decreased	0	true	unknown	Deletion 	wildtype
6499	8669	gene	TIF2	Saccharomyces cerevisiae	OB_006499	AF_008669	decreased	-15	true	unknown	Deletion 	wildtype
6500	6488	gene	F11G11.13	Caenorhabditis elegans	OB_006500	AF_006488	increased	20	true	Average	RNA interference post development	wildtype
6501	6507	gene	F15B9.6	Caenorhabditis elegans	OB_006501	AF_006507	increased	17	true	Average	RNA interference post development	wildtype
6502	6509	gene	F15D3.8	Caenorhabditis elegans	OB_006502	AF_006509	increased	10	true	Average	RNA interference post development	wildtype
6503	9271	gene	F16H11.3	Caenorhabditis elegans	OB_006503	AF_009271	increased	20	true	Average	RNA interference post development	wildtype
6504	6538	gene	F22D3.5	Caenorhabditis elegans	OB_006504	AF_006538	increased	10	true	Average	RNA interference post development	wildtype
6505	6274	gene	F23F12.3	Caenorhabditis elegans	OB_006505	AF_006274	increased	15	true	Average	RNA interference post development	wildtype
6507	8797	gene	Cat	Drosophila melanogaster	OB_006507	AF_008797	increased	33	true	unknown	Overexpression	wildtype
6508	6545	gene	F25B3.5	Caenorhabditis elegans	OB_006508	AF_006545	increased	20	true	Average	RNA interference post development	wildtype
6509	9272	gene	F29C4.7	Caenorhabditis elegans	OB_006509	AF_009272	increased	10	true	Average	RNA interference post development	wildtype
6510	6592	gene	F36A2.7	Caenorhabditis elegans	OB_006510	AF_006592	increased	80	true	Average	RNA interference post development	wildtype
6511	2404	gene	TOM71	Saccharomyces cerevisiae	OB_006511	AF_002404	decreased	0	true	unknown	Deletion	wildtype
6512	6647	gene	F45H10.2	Caenorhabditis elegans	OB_006512	AF_006647	increased	40	true	Average	RNA interference	wildtype
6513	9273	gene	F53H1.3	Caenorhabditis elegans	OB_006513	AF_009273	increased	30	true	Average	RNA interference post development	wildtype
6515	9274	gene	F56H1.7	Caenorhabditis elegans	OB_006515	AF_009274	decreased	-33	true	maximum	Mutations	wildtype
6516	6747	gene	F58F9.7	Caenorhabditis elegans	OB_006516	AF_006747	increased	15	true	Average	RNA interference post development	wildtype
6517	6761	gene	slcf-1	Caenorhabditis elegans	OB_006517	AF_006761	increased	40	true	Average	RNA interference	wildtype
6518	6669	gene	fbxa-188	Caenorhabditis elegans	OB_006518	AF_006669	increased	13	true	Average	RNA interference post development	wildtype
6519	5726	gene	fzy-1	Caenorhabditis elegans	OB_006519	AF_005726	increased	25	true	Average	RNA interference	wildtype
6520	9275	gene	Cat	Mus musculus	OB_006520	AF_009275	increased	20	true	unknown	Overexpression	wildtype
6522	9275	gene	Cat	Mus musculus	OB_006522	AF_009275	increased	21	true	maximum	Overexpression in cardiac and skeletal muscles	wildtype
6523	4378	gene	goa-1	Caenorhabditis elegans	OB_006523	AF_004378	decreased	-33	true	Median	Mutation	wildtype
6524	6880	gene	gsa-1	Caenorhabditis elegans	OB_006524	AF_006880	decreased	-84	true	Average	RNA interference	wildtype
6525	2413	gene	TRM44	Saccharomyces cerevisiae	OB_006525	AF_002413	decreased	0	true	unknown	Deletion	wildtype
6526	6780	gene	hpa-1	Caenorhabditis elegans	OB_006526	AF_006780	increased	30	true	Median	Mutation 	wildtype
6528	6411	gene	hcf-1	Caenorhabditis elegans	OB_006528	AF_006411	increased	40	true	Average	RNA interference and mutations	wildtype
6529	6989	gene	hpa-2	Caenorhabditis elegans	OB_006529	AF_006989	increased	15	true	Median	Mutation 	wildtype
6531	4474	gene	ire-1	Caenorhabditis elegans	OB_006531	AF_004474	decreased	-20	true	Average	Mutation	wildtype
6533	6579	gene	itr-1	Caenorhabditis elegans	OB_006533	AF_006579	increased	29	true	maximum	Overexpression or mutations	wildtype
6535	6931	gene	kat-1	Caenorhabditis elegans	OB_006535	AF_006931	decreased	-53	true	Median	Mutations	wildtype
6536	7266	gene	lagr-1	Caenorhabditis elegans	OB_006536	AF_007266	decreased	-10	true	Average	RNA interference	wildtype
6537	8185	gene	Cav1	Mus musculus	OB_006537	AF_008185	decreased	-50	true	unknown	Knockout	wildtype
6538	4949	gene	let-23	Caenorhabditis elegans	OB_006538	AF_004949	decreased	8	true	maximum	Mutation 	wildtype
6539	4949	gene	let-23	Caenorhabditis elegans	OB_006539	AF_004949	increased	9	true	maximum	Mutation	wildtype
6540	1966	gene	UBI4	Saccharomyces cerevisiae	OB_006540	AF_001966	decreased	0	true	unknown	Deletion	wildtype
6541	4290	gene	let-502	Caenorhabditis elegans	OB_006541	AF_004290	decreased	-30	true	Average	RNA interference post development	wildtype
6542	4750	gene	lgg-1	Caenorhabditis elegans	OB_006542	AF_004750	decreased	-43	true	Average	RNA interference	wildtype
6544	4750	gene	lgg-1	Caenorhabditis elegans	OB_006544	AF_004750	decreased	12	true	maximum	RNA interference	wildtype
6546	5298	gene	lin-15b	Caenorhabditis elegans	OB_006546	AF_005298	decreased	-42	true	Average	RNA interference post development	wildtype
6548	5426	gene	lin-3	Caenorhabditis elegans	OB_006548	AF_005426	decreased	0	true	unknown	Mutation 	wildtype
6549	6517	gene	lys-10	Caenorhabditis elegans	OB_006549	AF_006517	increased	20	true	Average	RNA interference post development	wildtype
6550	6738	gene	lys-6	Caenorhabditis elegans	OB_006550	AF_006738	increased	13	true	Average	RNA interference post development	wildtype
6551	7148	gene	max-2	Caenorhabditis elegans	OB_006551	AF_007148	increased	25	true	Average	RNA interference	wildtype
6552	4864	gene	mpk-1	Caenorhabditis elegans	OB_006552	AF_004864	decreased	-11	true	Average	RNA interference	wildtype
6553	6423	gene	mpz-1	Caenorhabditis elegans	OB_006553	AF_006423	increased	31	true	Average	RNA interference 	wildtype
6554	4891	gene	cchl-1	Caenorhabditis elegans	OB_006554	AF_004891	increased	50	true	unknown	RNA interference	wildtype
6555	4891	gene	cchl-1	Caenorhabditis elegans	OB_006555	AF_004891	increased	36	true	Average	RNA interference	wildtype
6556	2456	gene	UBP8	Saccharomyces cerevisiae	OB_006556	AF_002456	decreased	0	true	unknown	Deletion	wildtype
6558	5782	gene	mtm-3	Caenorhabditis elegans	OB_006558	AF_005782	decreased	-40	true	maximum	RNA interference 	wildtype
6559	5151	gene	ncbp-2	Caenorhabditis elegans	OB_006559	AF_005151	decreased	-24	true	Average	RNA interference	wildtype
6561	6523	gene	nlp-7	Caenorhabditis elegans	OB_006561	AF_006523	decreased	-10	true	Average	RNA interference	wildtype
6563	6467	gene	numr-1	Caenorhabditis elegans	OB_006563	AF_006467	increased	0	true	unknown	Overexpression	wildtype
6565	6466	gene	numr-2	Caenorhabditis elegans	OB_006565	AF_006466	increased	0	true	unknown	Overexpression	wildtype
6566	6972	gene	ocr-2	Caenorhabditis elegans	OB_006566	AF_006972	increased	30	true	maximum	Mutation in adults	wildtype
6567	4288	gene	pcm-1	Caenorhabditis elegans	OB_006567	AF_004288	increased	30	true	Average	Overexpression, mutations, deletion	wildtype
6568	5733	gene	phb-1	Caenorhabditis elegans	OB_006568	AF_005733	decreased	0	true	unknown	RNA interference post development	wildtype
6569	6186	gene	phb-2	Caenorhabditis elegans	OB_006569	AF_006186	decreased	0	true	unknown	RNA interference post development	wildtype
6570	4866	gene	R03D7.4	Caenorhabditis elegans	OB_006570	AF_004866	increased	13	true	Average	RNA interference	wildtype
6571	8129	gene	UBX4	Saccharomyces cerevisiae	OB_006571	AF_008129	decreased	0	true	unknown	Deletion	wildtype
6572	6560	gene	cco-1	Caenorhabditis elegans	OB_006572	AF_006560	increased	0	true	unknown	RNA interference	wildtype
6573	6560	gene	cco-1	Caenorhabditis elegans	OB_006573	AF_006560	increased	0	true	unknown	RNA interference 	wildtype
6574	6560	gene	cco-1	Caenorhabditis elegans	OB_006574	AF_006560	increased	61	true	Average	RNA interference 	wildtype
6575	6560	gene	cco-1	Caenorhabditis elegans	OB_006575	AF_006560	increased	80	true	Average	RNA interference	wildtype
6576	6560	gene	cco-1	Caenorhabditis elegans	OB_006576	AF_006560	increased	20	true	Average	RNA interference 	wildtype
6577	6890	gene	R07E4.3	Caenorhabditis elegans	OB_006577	AF_006890	increased	20	true	Average	RNA interference	wildtype
6578	6910	gene	R12E2.2	Caenorhabditis elegans	OB_006578	AF_006910	increased	50	true	Average	RNA interference post development	wildtype
6579	6562	gene	rab-5	Caenorhabditis elegans	OB_006579	AF_006562	decreased	-50	true	Average	RNA interference	wildtype
6580	6064	gene	rbr-2	Caenorhabditis elegans	OB_006580	AF_006064	decreased	-25	true	Average	Mutations	wildtype
6581	4381	gene	set-2	Caenorhabditis elegans	OB_006581	AF_004381	increased	20	true	Average	RNA interference	wildtype
6582	4381	gene	set-2	Caenorhabditis elegans	OB_006582	AF_004381	increased	30	true	unknown	Mutation	wildtype
6583	4414	gene	set-4	Caenorhabditis elegans	OB_006583	AF_004414	increased	20	true	Average	RNA interference	wildtype
6584	6415	gene	set-6	Caenorhabditis elegans	OB_006584	AF_006415	decreased	-10	true	Average	RNA interference	wildtype
